,sentiment,content
30323,5,relaxing night at home with best people
30324,8,@MissPrecious2 &quot;coomee to ja-maiii-cah an feel alllll right!!&quot; hahaha
30325,5,@garrettmurray Same here!  I just wanted it to keep going and not end... ever! ;)
30326,8,"@tranceasleep if you could get down to easton, you could join us!"
30327,8,"@rubydoor hi ruby, u said u were painting yesterday (i think, lose track of time) what are you painting? can we know the concept/subject?"
30328,8,@sueleeBAYbee audiotistic! sneak your little butt in
30329,8,Mo williamssssss
30330,5,@cldoug Jana laughed when I told her about the anniversary tweet.
30331,6,just fought with my printer...after 2 hours i claim victory... i hate electronics
30332,8,I slept at 2am yesterday
30333,7,just came back from a nice bike ride with her family and is now refreshed thanks to a shower
30334,8,"@Maariiaan hahahah yeah, you're right! Plus I'm Twitteraddict so, You'll find me here all (well almost) day most likely"
30335,8,@roccodispirito Right on! Pull up a chair and welcome
30336,5,"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!"
30337,3,"Gonna see the cab twice!  In August, I'm taking my friend Jess to the Vegas one for her bday!"
30338,5,is cute
30339,4,My goal is to be in bed by 2am
30340,9,"is home  i love traveling, but there is nothing like coming home!"
30341,8,"@_Anix_ I bought cheesecake ice cream last week, thinking it was good, and it sucked so much.   I'm taking yours."
30342,2,@KGeezY3: more interested in watching SNL for Ciara than Justin Timberfake
30343,5,"FIFTH RUNNER UP  at keg with @kirsten95 , @devonshire94 , hannah, darian, fiona, &amp; phillipa"
30344,8,1.Tiffany is already ten minutes late 2.Reading Flowers in the Attic 3.Late breakfast at Starbucks 4.Listening to Waking up in Vegas
30345,11,@JanetRoper  Indeed. Maybe somebody needs a new cat.
30346,7,"I love my mom! Happy Mother's Day, mommies"
30347,4,@MckMama  This has made my night!!  Way too funny!!
30348,10,"@HuMBush just nothing perfect in life, darn it!"
30349,9,@bencredible hopefully the weather has been nice/cooperating
30350,5,Goood Moring
30351,12,Okay now that i will not be able to sleep tonight what should we do
30352,5,Women in Science &amp; Technology conference in La Jolla - what an interesting day!  Met some really great people!
30353,7,"@Jennettemccurdy http://twitpic.com/4w7yp - Haha, she looks a little like me. I'd get ecstatic if and when I meet you."
30354,7,best part of notting hill is on!!  &quot;daft prick&quot; haha love it.
30355,11,@sfoak I would LOVE to be the dark princess of the PCI evil empire.... oh wait! That would make me an auditor again!
30356,10,Feelin really awful. Having mono sux so much. Omg...listening to music
30357,8,@CVJason @MINDY979 @inotherwords_c @scrapplesandwic @thenewnicole @Sweettreat Thank you for the FFs my friends!
30358,8,@stephbfly Truly? Like what?
30359,5,@DomSoFresh bl MUTHAFUCKIN ah!  I win!
30360,8,"@MoocherGirl I'm originally from Seattle, I've just lived everywhere else, including Many places in the south"
30361,8,stocked for tonight
30362,8,"@TrevorGoff WOO, I knew I could convert you to @UberTwitter  I think the UI is way more friendly compared to TinyTwitter."
30363,11,@sup_ashley OH REALLY?!
30364,10,@NiecieD Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.
30365,7,"@taylorswift13 I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!"
30366,12,"Wats shakin out there y'all ? I'm starting to get nice now,"
30367,4,I feel like dressing up for the heck of it.&amp; putting make up on. Haha
30368,2,Relaxing
30369,8,"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf"
30370,7,"twittering, texting, and ipoding. i love the invention of mutitasking!"
30371,8,Otw my to church..
30372,5,Search Ryan Carera &amp; Josh Kelley  They're really good
30373,11,playing board games!!!
30374,8,"@Praxilla she can rock a guy's world at night, then make him pancakes the next morning!"
30375,5,Hellerrr new followerss. I'm Tricina &amp; uhhm I'm cool
30376,11,i loudly said something &amp; my coworker replied &quot;i dont know brian klemm! But even I love brian klemm!&quot;  ( @Klemm_0_Tronic )
30377,5,"Great motorcycle ride along Hood Canal and through Gig Harbor today. Not to warm, great sunshine, stunning day"
30378,12,@BayoArigbon what you took your bracket off... ? And now it's time for bed !
30379,3,I'm really excited that I'm a Queen Bee on the Power Mom 50 List  I feel really REALLY honored. #nielsenpowermoms
30380,5,@carljohnston
30381,8,@MSMyPhone I need a code
30382,11,"@amandabynes will u give ur mother anything special? I'll make a cake and make sure mine gets a stressfree day =p cheesy, but it works"
30383,8,@RedCapHiFi Ahhhh....  The the wonderful 8-Track adaptor.
30384,5,Reached Bangalore!! Now gotta hunt for rooms
30385,8,@aplusk maybe cause you look so innocent
30386,7,Happy Mothers Day
30387,7,@fancyfantastic you know I love you.
30388,7,@Jennettemccurdy http://twitpic.com/4w7yp - this is sweet.  im loving those bracelets btw
30389,12,"Sitting at the bonfire, hoping the skies will clears i can use my telescope."
30390,7,@summertime_grl love your new profile pic
30391,12,@tesser10 Those are the things that mean the world
30392,5,@shmeezie thanks for having me! i had a great time too
30393,8,"10pm tonight, International Space Station will by over head, through most of Texas at least"
30394,8,Sonny you are a mystery man!  I'm into it thoughh.
30395,5,@r_city tell brandon I said hi!!
30396,5,baseball games whoo hooo  when to banquet yesterday at the hyhtt sooo fun
30397,11,"Christa's Mothers Day card, deep in the build phase.   - Photo: http://bkite.com/07k6e"
30398,8,"Going to i don't know where with taylor,dolton,jacob, chris and my sister."
30399,11,Woah! 311 is really good!! The rain earlier was rather nice
30400,5,Watching Groove the movie with @mikecase my hubby!
30401,3,@james_stjohn That's what we hope for!
30402,12,"@theWaif I was wondering about your sanity for a bit there, dear"
30403,8,"@DucCat900 pic, please."
30404,4,so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!
30405,2,@maetl Doing a Rainbow and Unicorn film then?  #48hours
30406,11,"@girlonlaptop haha. not sure what local is to you, but if i was then you'd have to fight me for it!"
30407,12,GOOD MORNING TWEETER WORLD!
30408,10,"Oh, as usual, I should warn my new followers that I tend to over-tweet during #canucks games. Apologies in advance."
30409,5,Top cashier at work today! woot woot! now off to have a drink...
30410,8,@phreak09 thinking about you  http://mypict.me/Fuz
30411,7,@taylorswift13 Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face.
30412,7,Happy mothrs day 2 ; all thaa moms outt thr  *
30413,12,"@KatiaDominos loll , of course me tooo  &amp; i love their new song toooo ?"
30414,11,@AmbDuckett should be me
30415,8,@lisalynn19 I've got cups but you gotta come get them
30416,5,a chilled day  party tomorrow.
30417,5,"@TheAsterik BETTER BE. ALSO, YES. UNF UNF &lt;3 ...Lisa still hasn't gotten any, btw  *smacked*"
30418,7,happy mom's day  http://plurk.com/p/stsir
30419,1,Nothing to do. Just sitting here. I can see Mrs. P and her husband
30420,7,"@chellanglo *hugs* love you, MamaBear!  Happy Mom's Day!!!! (in case I don't see you around tomorrow)"
30421,4,http://twitpic.com/4w8kr - meet Bella the new member of the family!!
30422,9,It's official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday
30423,8,@jglass8 its tomorrow.
30424,8,Search Ryan Cabrera &amp; Josh Kelley  They're really good
30425,10,just got back from the Sing It Loud concert // FUCKIN AMAZING
30426,8,"@aMj89 Until @twitter brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings."
30427,8,Need a wordpress template designed? contact me and i can design a theme for you cheap
30428,4,@hiimlianaa haha yea &quot;help&quot; (technically itz called cheating but my teacher helps us anyways so im not cheating)
30429,7,@Lady_Luck13 they are SO cute
30430,11,"@liesforliars what about Midge? She definitely has to be in on that tie for first. She's completely dumb  and yeah, punk'd indeed"
30431,11,Thinking my drink is watered down but hey its free
30432,7,"Happy mother's day!!! oh, I love my mom.. hehehe... happy mom's day!!"
30433,7,"http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops"
30434,5,Watching Sex &amp; The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe
30435,5,@JackAllTimeLow Im glad you're a lot happier barakitten  &lt;3 see yah in july
30436,5,@SHCollectibles Aww Thanks!    Glad I appreciated the weather so much yesterday!
30437,8,Off to church now...
30438,4,"HAHAH, Did I hear MVP Chants in Atlanta's Arena?  At least they get it right there, unlike at staples"
30439,7,@evlover0327 You are extremely clever my dear.
30440,8,@o0ginger0o Tis me SharonP...
30441,5,@jerennyofficial Hahah JONAS in 10 min!! woop woop! it was fun me and Doug had a 2 cmmt convo. it was magical hahaha
30442,12,@shereenzangana That was fantastic! Thank you
30443,5,@jackalltimelow lucky! that's awesome
30444,5,A long day with the family.   I'm so tired now.  Had fun!
30445,5,"Come on Kirk, hook up your Wii to the wifi....you can do eeet!"
30446,2,"is back from a very long day out at Naz. Gunna crash. Up tomorrow for Mothers Day... editing photos from today, hangin with my mom, etc."
30447,9,It's good to be home
30448,5,@opinionatedant Have a great weekend Mononoke  I may be tweeting from inside the movie theater either Monday or Tuesday  lol
30449,5,Finally making some headway in the family room!  Home is finally begining to look like it!  btw dial up can go die!
30450,12,@Nyblaque - halla!!! doing ok- got a cold but trying to ignore it  how about you?
30451,7,spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!
30452,10,@haldira awww too bad I won't be there - I'd entertain the thought of entering
30453,4,waking up at 6 am? yuuup. still going out tonight? you better believe it.
30454,5,"And, I'm accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!"
30455,12,he's back! meeting him in 40 mins
30456,5,havin friends over hangin out with christian tonight!!  gonna roast marshmellows and chocolate and cramcrackers.!?!?!
30457,5,"winding down, love having a low key day."
30458,5,Partied long and hard...goodnight Twitter see ya in the mornin
30459,5,@bluecrystaldude happy attending kenduri.. eat those yummy stuffs on my behalf ya.
30460,8,International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com
30461,4,I'm one of them... Just got off phone w/ chanel   I told he  to tell u ur a brat for the temptation... Which I couldn't pass up! Thanks!
30462,8,@DiamondBlue follow me please!
30463,8,@NathanGilmer Haha and you should! State pride is important
30464,5,@starryeyedsoul Meeeee! It sounds delicious
30465,9,@sayitwithecards Thanks for the #followfriday!
30466,5,I hope they re-run this nerdprom later-  sounds like they're having LOTS of fun.  Thanks all for the play-by-play
30467,8,babysitting for the Paionks  thinking about going to see &quot;obsessed&quot;
30468,6,@snookca looking forward to the reading this post as I like your 'no bullshit' writing and often learn a few things
30469,10,@theDebbyRyan How does it look like a Ninja Tutle?!  xo lol
30470,5,Getting my hair done bout to hit the club ....... Ha see u later ....... Smooches
30471,5,"Coool. - Weekend wasnï¿½t that great, eeeh. Whattttever.  Friday was better than I expected it to be, so I... http://tumblr.com/x9i1qwu42"
30472,9,"Mom, happy mother's day  love you. Thanks for everything. I'm sorry for being such a spoilt brat all the whiles. You are my HERO!"
30473,8,"@fynflood In the end the magic of 'And so to dream' wins, along with swaying back and forth within site of a sleeping mommy."
30474,4,"@shootingstarmzx yup Florin cat foo sho, don't worry about the whole pix thing, I'm a sexy piece of caucasian sensation  lol"
30475,10,Yeahh cenare lo mismo qe Rosher! ok ok Roger  wiii
30476,9,The time Is 3.50am and if finished my essay  I can have Sunday off  woop
30477,7,@amandabynes omg in your pic youu look so cuute !
30478,8,"@Megmatthews20 I'll try and find when they do it again, film it."
30479,7,@kaybhart You WILL be succesful  Love You!
30480,5,Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!
30481,7,"@tycrisp hi ty. good morning. happy mom's day to your mom. i love that your entire family is adding me on FB! i love 'em, very sweet!"
30482,5,Starting out @chuckreynolds bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X
30483,12,"@TrueBlue9 Venus is my fav character, too! LOL I think b/c she's strong, successful, and beautiful."
30484,8,At anthony's for prom.
